SZ002594,2026-08-18T00:00:00.000000,-15378806,-1.13,-28939286,-2.13,13560480,1.00,-24656832,-1.81,40035648,2.94
SZ002594,2026-08-26T00:00:00.000000,121182080,5.17,118213312,5.05,2968768,0.13,-37524736,-1.60,-83657344,-3.57
SZ002594,2026-09-07T00:00:00.000000,-239981563,-12.65,-140319243,-7.40,-99662320,-5.25,128017472,6.75,111964064,5.90
